TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,AUX_LEFT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
07:03.4,1.37498007,0.269019566,0.260942089,1.008027716,1.13665622,-0.046442331,0.073847602,0.489601637,1.209397484,0.187533188,0.171921708,0.744198847,0.756109147,0.353835762,0.218477161,0.457394926,0.412026843,-0.176962024,-0.062493226,0.14007316,794.5787546,802.6373626,807.4725275,798.2051282,751.4652015,1024.249084,0.108826,0.020386,0.978027,1.465454,12.598419,1.540222,1,1,1,1,1,65,
07:03.4,1.37498007,0.100384054,0.368188054,1.008027716,1.13665622,-0.086323297,0.077974846,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.342585505,0.22593263,0.457394926,0.412026843,-0.185498814,-0.093566121,0.14007316,803.040293,799.4139194,802.2344322,801.4285714,767.1794872,867.9120879,0.108826,0.020386,0.978027,1.465454,12.598419,1.540222,1,1,1,1,1,65,
07:03.4,1.37498007,0.100384054,0.368188054,1.008027716,1.13665622,-0.086323297,0.077974846,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.342585505,0.22593263,0.457394926,0.412026843,-0.185498814,-0.093566121,0.14007316,794.5787546,796.996337,799.4139194,808.2783883,815.1282051,730.1098901,0.108826,0.020386,0.978027,1.465454,12.598419,1.540222,1,1,1,1,1,65,
07:03.4,1.37498007,0.100384054,0.368188054,1.008027716,1.13665622,-0.086323297,0.077974846,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.342585505,0.22593263,0.457394926,0.412026843,-0.185498814,-0.093566121,0.14007316,784.1025641,797.3992674,802.2344322,805.4578755,803.040293,709.96337,0.108826,0.020386,0.978027,1.465454,12.598419,1.540222,1,1,1,1,1,65,
07:03.4,1.37498007,0.100384054,0.368188054,1.008027716,1.13665622,-0.086323297,0.077974846,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.342585505,0.22593263,0.457394926,0.412026843,-0.185498814,-0.093566121,0.14007316,776.8498168,797.3992674,803.8461538,805.8608059,757.5091575,663.6263736,0.094727,0.022156,0.962036,3.760834,9.555359,2.811279,1,1,1,1,1,65,
07:03.4,1.37498007,0.100384054,0.368188054,1.008027716,1.13665622,-0.086323297,0.077974846,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.342585505,0.22593263,0.457394926,0.412026843,-0.185498814,-0.093566121,0.14007316,782.8937729,793.3699634,802.6373626,807.4725275,805.8608059,711.1721612,0.094727,0.022156,0.962036,3.760834,9.555359,2.811279,1,1,1,1,1,65,
07:03.4,1.37498007,0.100384054,0.368188054,1.008027716,1.13665622,-0.086323297,0.077974846,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.342585505,0.22593263,0.457394926,0.412026843,-0.185498814,-0.093566121,0.14007316,800.2197802,794.981685,801.8315018,808.6813187,812.3076923,730.1098901,0.094727,0.022156,0.962036,3.760834,9.555359,2.811279,1,1,1,1,1,65,
07:03.4,1.37498007,0.100384054,0.368188054,1.008027716,1.13665622,-0.086323297,0.077974846,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.342585505,0.22593263,0.457394926,0.412026843,-0.185498814,-0.093566121,0.14007316,796.996337,800.2197802,802.2344322,811.5018315,786.5201465,675.3113553,0.094727,0.022156,0.962036,3.760834,9.555359,2.811279,1,1,1,1,1,65,
07:03.4,1.37498007,0.100384054,0.368188054,1.008027716,1.13665622,-0.086323297,0.077974846,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.342585505,0.22593263,0.457394926,0.412026843,-0.185498814,-0.093566121,0.14007316,787.3260073,802.2344322,800.2197802,807.8754579,791.3553114,836.0805861,0.094727,0.022156,0.962036,3.760834,9.555359,2.811279,1,1,1,1,1,65,
07:03.4,1.37498007,0.100384054,0.368188054,1.008027716,1.13665622,-0.086323297,0.077974846,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.342585505,0.22593263,0.457394926,0.412026843,-0.185498814,-0.093566121,0.14007316,783.6996337,806.6666667,801.025641,805.0549451,817.5457875,1068.168498,0.094727,0.022156,0.962036,3.760834,9.555359,2.811279,1,1,1,1,1,65,
07:03.4,1.37498007,0.100384054,0.368188054,1.008027716,1.13665622,-0.086323297,0.077974846,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.342585505,0.22593263,0.457394926,0.412026843,-0.185498814,-0.093566121,0.14007316,784.9084249,805.8608059,805.8608059,804.2490842,771.6117216,965.8241758,0.094727,0.022156,0.962036,3.760834,9.555359,2.811279,1,1,1,1,1,65,
07:03.4,1.37498007,0.100384054,0.368188054,1.008027716,1.13665622,-0.086323297,0.077974846,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.342585505,0.22593263,0.457394926,0.412026843,-0.185498814,-0.093566121,0.14007316,788.1318681,804.6520147,804.2490842,808.2783883,825.2014652,864.2857143,0.094727,0.022156,0.962036,3.760834,9.555359,2.811279,1,1,1,1,1,65,
07:03.4,1.37498007,0.100384054,0.368188054,1.008027716,1.13665622,-0.086323297,0.077974846,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.342585505,0.22593263,0.457394926,0.412026843,-0.185498814,-0.093566121,0.14007316,792.5641026,803.040293,796.5934066,805.0549451,848.5714286,770.4029304,0.094727,0.022156,0.962036,3.760834,9.555359,2.811279,1,1,1,1,1,65,
07:03.4,1.37498007,0.100384054,0.368188054,1.008027716,1.13665622,-0.086323297,0.077974846,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.342585505,0.22593263,0.457394926,0.412026843,-0.185498814,-0.093566121,0.14007316,789.7435897,802.6373626,791.7582418,797.8021978,875.1648352,915.0549451,0.094727,0.022156,0.962036,3.760834,9.555359,2.811279,1,1,1,1,1,65,
07:03.4,1.37498007,0.100384054,0.368188054,1.008027716,1.13665622,-0.086323297,0.077974846,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.342585505,0.22593263,0.457394926,0.412026843,-0.185498814,-0.093566121,0.14007316,772.4175824,802.6373626,792.1611722,799.8168498,904.5787546,886.043956,0.094727,0.022156,0.962036,3.760834,9.555359,2.811279,1,1,1,1,1,65,
07:03.4,1.37498007,0.100384054,0.368188054,1.008027716,1.13665622,-0.086323297,0.077974846,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.342585505,0.22593263,0.457394926,0.412026843,-0.185498814,-0.093566121,0.14007316,771.6117216,799.010989,793.3699634,802.6373626,807.4725275,685.7875458,0.094727,0.022156,0.962036,3.760834,9.555359,2.811279,1,1,1,1,1,65,
07:03.4,1.37498007,0.100384054,0.368188054,1.008027716,1.13665622,-0.086323297,0.077974846,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.342585505,0.22593263,0.457394926,0.412026843,-0.185498814,-0.093566121,0.14007316,781.6849817,800.6227106,792.1611722,803.8461538,708.7545788,628.974359,0.090027,0.025024,0.942688,4.702911,4.687958,5.15152,1,1,1,1,1,65,
07:03.4,1.37498007,0.100384054,0.368188054,1.008027716,1.13665622,-0.086323297,0.077974846,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.342585505,0.22593263,0.457394926,0.412026843,-0.185498814,-0.093566121,0.14007316,787.3260073,803.040293,791.3553114,805.0549451,687.3992674,628.1684982,0.090027,0.025024,0.942688,4.702911,4.687958,5.15152,1,1,1,1,1,65,
07:03.4,1.37498007,0.100384054,0.368188054,1.008027716,1.13665622,-0.086323297,0.077974846,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.342585505,0.22593263,0.457394926,0.412026843,-0.185498814,-0.093566121,0.14007316,778.4615385,804.6520147,793.7728938,796.5934066,704.3223443,653.956044,0.090027,0.025024,0.942688,4.702911,4.687958,5.15152,1,1,1,1,1,65,
07:03.4,1.37498007,0.100384054,0.368188054,1.008027716,1.13665622,-0.086323297,0.077974846,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.342585505,0.22593263,0.457394926,0.412026843,-0.185498814,-0.093566121,0.14007316,760.3296703,799.010989,793.3699634,786.9230769,725.2747253,626.5567766,0.090027,0.025024,0.942688,4.702911,4.687958,5.15152,1,1,1,1,1,65,
07:03.4,1.37498007,0.100384054,0.368188054,1.008027716,1.13665622,-0.086323297,0.077974846,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.342585505,0.22593263,0.457394926,0.412026843,-0.185498814,-0.093566121,0.14007316,759.1208791,796.1904762,794.1758242,782.8937729,737.7655678,699.4871795,0.090027,0.025024,0.942688,4.702911,4.687958,5.15152,1,1,1,1,1,65,
07:03.4,1.37498007,0.100384054,0.368188054,1.008027716,1.13665622,-0.086323297,0.077974846,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.342585505,0.22593263,0.457394926,0.412026843,-0.185498814,-0.093566121,0.14007316,774.8351648,799.8168498,794.981685,775.2380952,761.5384615,977.9120879,0.090027,0.025024,0.942688,4.702911,4.687958,5.15152,1,1,1,1,1,65,
07:03.4,1.37498007,0.100384054,0.368188054,1.008027716,1.13665622,-0.086323297,0.077974846,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.342585505,0.22593263,0.457394926,0.412026843,-0.185498814,-0.093566121,0.14007316,784.1025641,796.1904762,790.5494505,777.2527473,736.959707,979.5238095,0.090027,0.025024,0.942688,4.702911,4.687958,5.15152,1,1,1,1,1,65,
07:03.4,1.37498007,0.100384054,0.368188054,1.008027716,1.13665622,-0.086323297,0.077974846,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.342585505,0.22593263,0.457394926,0.412026843,-0.185498814,-0.093566121,0.14007316,782.0879121,794.981685,790.5494505,784.1025641,727.2893773,920.2930403,0.090027,0.025024,0.942688,4.702911,4.687958,5.15152,1,1,1,1,1,65,
07:03.4,1.37498007,0.100384054,0.368188054,1.008027716,1.13665622,-0.086323297,0.077974846,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.342585505,0.22593263,0.457394926,0.412026843,-0.185498814,-0.093566121,0.14007316,775.2380952,792.5641026,792.5641026,783.2967033,811.5018315,922.7106227,0.090027,0.025024,0.942688,4.702911,4.687958,5.15152,1,1,1,1,1,65,
07:03.4,1.37498007,0.100384054,0.368188054,1.008027716,1.13665622,-0.086323297,0.077974846,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.342585505,0.22593263,0.457394926,0.412026843,-0.185498814,-0.093566121,0.14007316,767.1794872,790.5494505,790.952381,773.6263736,833.2600733,791.7582418,0.090027,0.025024,0.942688,4.702911,4.687958,5.15152,1,1,1,1,1,65,
07:03.4,1.37498007,0.100384054,0.368188054,1.008027716,1.13665622,-0.086323297,0.077974846,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.342585505,0.22593263,0.457394926,0.412026843,-0.185498814,-0.093566121,0.14007316,774.029304,794.1758242,791.7582418,772.014652,846.959707,705.1282051,0.090027,0.025024,0.942688,4.702911,4.687958,5.15152,1,1,1,1,1,65,
07:03.4,1.37498007,-0.05278828,0.466864297,1.008027716,1.13665622,-0.121380564,0.070366699,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.326135582,0.22921078,0.457394926,0.412026843,-0.192843046,-0.130173842,0.14007316,784.5054945,796.996337,794.981685,779.6703297,844.1391941,732.1245421,0.090027,0.025024,0.942688,4.702911,4.687958,5.15152,1,1,1,1,1,65,
07:03.5,1.37498007,-0.05278828,0.466864297,1.008027716,1.13665622,-0.121380564,0.070366699,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.326135582,0.22921078,0.457394926,0.412026843,-0.192843046,-0.130173842,0.14007316,780.8791209,791.3553114,796.1904762,784.1025641,849.3772894,873.1501832,0.095947,0.03656,0.973083,5.301056,0.441132,3.820648,1,1,1,1,1,65,
07:03.5,1.37498007,-0.05278828,0.466864297,1.008027716,1.13665622,-0.121380564,0.070366699,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.326135582,0.22921078,0.457394926,0.412026843,-0.192843046,-0.130173842,0.14007316,776.4468864,788.9377289,797.3992674,785.7142857,838.9010989,816.3369963,0.095947,0.03656,0.973083,5.301056,0.441132,3.820648,1,1,1,1,1,65,
07:03.5,1.37498007,-0.05278828,0.466864297,1.008027716,1.13665622,-0.121380564,0.070366699,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.326135582,0.22921078,0.457394926,0.412026843,-0.192843046,-0.130173842,0.14007316,782.0879121,792.967033,795.3846154,782.0879121,749.047619,611.2454212,0.095947,0.03656,0.973083,5.301056,0.441132,3.820648,1,1,1,1,1,65,
07:03.5,1.37498007,-0.05278828,0.466864297,1.008027716,1.13665622,-0.121380564,0.070366699,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.326135582,0.22921078,0.457394926,0.412026843,-0.192843046,-0.130173842,0.14007316,794.1758242,796.5934066,796.996337,781.6849817,772.4175824,653.5531136,0.095947,0.03656,0.973083,5.301056,0.441132,3.820648,1,1,1,1,1,65,
07:03.5,1.37498007,-0.05278828,0.466864297,1.008027716,1.13665622,-0.121380564,0.070366699,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.326135582,0.22921078,0.457394926,0.412026843,-0.192843046,-0.130173842,0.14007316,805.4578755,796.996337,794.1758242,786.5201465,830.4395604,724.0659341,0.095947,0.03656,0.973083,5.301056,0.441132,3.820648,1,1,1,1,1,65,
07:03.5,1.37498007,-0.05278828,0.466864297,1.008027716,1.13665622,-0.121380564,0.070366699,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.326135582,0.22921078,0.457394926,0.412026843,-0.192843046,-0.130173842,0.14007316,808.6813187,795.7875458,792.967033,790.952381,870.7326007,911.4285714,0.095947,0.03656,0.973083,5.301056,0.441132,3.820648,1,1,1,1,1,65,
07:03.5,1.37498007,-0.05278828,0.466864297,1.008027716,1.13665622,-0.121380564,0.070366699,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.326135582,0.22921078,0.457394926,0.412026843,-0.192843046,-0.130173842,0.14007316,802.2344322,795.3846154,797.3992674,797.8021978,821.5750916,1039.157509,0.095947,0.03656,0.973083,5.301056,0.441132,3.820648,1,1,1,1,1,65,
07:03.5,1.37498007,-0.05278828,0.466864297,1.008027716,1.13665622,-0.121380564,0.070366699,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.326135582,0.22921078,0.457394926,0.412026843,-0.192843046,-0.130173842,0.14007316,803.4432234,790.5494505,796.1904762,797.8021978,749.8534799,827.6190476,0.095947,0.03656,0.973083,5.301056,0.441132,3.820648,1,1,1,1,1,65,
07:03.5,1.37498007,-0.05278828,0.466864297,1.008027716,1.13665622,-0.121380564,0.070366699,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.326135582,0.22921078,0.457394926,0.412026843,-0.192843046,-0.130173842,0.14007316,809.4871795,788.1318681,800.2197802,793.3699634,799.010989,689.4139194,0.095947,0.03656,0.973083,5.301056,0.441132,3.820648,1,1,1,1,1,65,
07:03.5,1.37498007,-0.05278828,0.466864297,1.008027716,1.13665622,-0.121380564,0.070366699,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.326135582,0.22921078,0.457394926,0.412026843,-0.192843046,-0.130173842,0.14007316,811.9047619,792.967033,804.2490842,799.010989,836.8864469,742.6007326,0.095947,0.03656,0.973083,5.301056,0.441132,3.820648,1,1,1,1,1,65,
07:03.5,1.37498007,-0.05278828,0.466864297,1.008027716,1.13665622,-0.121380564,0.070366699,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.326135582,0.22921078,0.457394926,0.412026843,-0.192843046,-0.130173842,0.14007316,810.6959707,795.3846154,803.8461538,803.040293,806.2637363,714.7985348,0.095947,0.03656,0.973083,5.301056,0.441132,3.820648,1,1,1,1,1,65,
07:03.5,1.37498007,-0.05278828,0.466864297,1.008027716,1.13665622,-0.121380564,0.070366699,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.326135582,0.22921078,0.457394926,0.412026843,-0.192843046,-0.130173842,0.14007316,796.1904762,796.1904762,803.8461538,797.3992674,819.1575092,745.8241758,0.095947,0.03656,0.973083,5.301056,0.441132,3.820648,1,1,1,1,1,65,
07:03.6,1.37498007,-0.05278828,0.466864297,1.008027716,1.13665622,-0.121380564,0.070366699,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.326135582,0.22921078,0.457394926,0.412026843,-0.192843046,-0.130173842,0.14007316,785.7142857,794.1758242,802.6373626,794.5787546,822.7838828,795.7875458,0.095947,0.03656,0.973083,5.301056,0.441132,3.820648,1,1,1,1,1,65,
07:03.6,1.37498007,-0.05278828,0.466864297,1.008027716,1.13665622,-0.121380564,0.070366699,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.326135582,0.22921078,0.457394926,0.412026843,-0.192843046,-0.130173842,0.14007316,790.5494505,799.8168498,803.040293,797.8021978,767.5824176,666.043956,0.095947,0.03656,0.973083,5.301056,0.441132,3.820648,1,1,1,1,1,65,
07:03.6,1.37498007,-0.05278828,0.466864297,1.008027716,1.13665622,-0.121380564,0.070366699,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.326135582,0.22921078,0.457394926,0.412026843,-0.192843046,-0.130173842,0.14007316,800.2197802,803.040293,803.8461538,797.3992674,755.4945055,690.6227106,0.095947,0.03656,0.973083,5.301056,0.441132,3.820648,1,1,1,1,1,65,
07:03.6,1.37498007,-0.05278828,0.466864297,1.008027716,1.13665622,-0.121380564,0.070366699,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.326135582,0.22921078,0.457394926,0.412026843,-0.192843046,-0.130173842,0.14007316,807.0695971,797.8021978,801.025641,791.3553114,794.981685,841.7216117,0.095947,0.03656,0.973083,5.301056,0.441132,3.820648,1,1,1,1,1,65,
07:03.6,1.37498007,-0.05278828,0.466864297,1.008027716,1.13665622,-0.121380564,0.070366699,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.326135582,0.22921078,0.457394926,0.412026843,-0.192843046,-0.130173842,0.14007316,800.2197802,796.1904762,799.8168498,790.1465201,788.5347985,810.2930403,0.095947,0.03656,0.973083,5.301056,0.441132,3.820648,1,1,1,1,1,65,
07:03.6,1.37498007,-0.05278828,0.466864297,1.008027716,1.13665622,-0.121380564,0.070366699,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.326135582,0.22921078,0.457394926,0.412026843,-0.192843046,-0.130173842,0.14007316,778.8644689,790.1465201,803.040293,781.6849817,770,979.9267399,0.095947,0.03656,0.973083,5.301056,0.441132,3.820648,1,1,1,1,1,65,
07:03.6,1.37498007,-0.05278828,0.466864297,1.008027716,1.13665622,-0.121380564,0.070366699,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.326135582,0.22921078,0.457394926,0.412026843,-0.192843046,-0.130173842,0.14007316,765.1648352,783.6996337,805.0549451,768.7912088,724.4688645,993.6263736,0.095947,0.03656,0.973083,5.301056,0.441132,3.820648,1,1,1,1,1,65,
07:03.6,1.37498007,-0.05278828,0.466864297,1.008027716,1.13665622,-0.121380564,0.070366699,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.326135582,0.22921078,0.457394926,0.412026843,-0.192843046,-0.130173842,0.14007316,774.029304,787.3260073,806.6666667,771.6117216,699.0842491,880.8058608,0.095947,0.03656,0.973083,5.301056,0.441132,3.820648,1,1,1,1,1,65,
07:03.6,1.37498007,-0.05278828,0.466864297,1.008027716,1.13665622,-0.121380564,0.070366699,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.326135582,0.22921078,0.457394926,0.412026843,-0.192843046,-0.130173842,0.14007316,780.8791209,791.7582418,810.6959707,786.1172161,737.7655678,802.6373626,0.095947,0.03656,0.973083,5.301056,0.441132,3.820648,1,1,1,1,1,65,
07:03.6,1.37498007,-0.05278828,0.466864297,1.008027716,1.13665622,-0.121380564,0.070366699,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.326135582,0.22921078,0.457394926,0.412026843,-0.192843046,-0.130173842,0.14007316,768.7912088,786.1172161,811.0989011,792.1611722,786.5201465,710.7692308,0.095947,0.03656,0.973083,5.301056,0.441132,3.820648,1,1,1,1,1,65,
07:03.6,1.37498007,-0.05278828,0.466864297,1.008027716,1.13665622,-0.121380564,0.070366699,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.326135582,0.22921078,0.457394926,0.412026843,-0.192843046,-0.130173842,0.14007316,756.3003663,780.4761905,808.6813187,787.3260073,836.4835165,720.03663,0.095947,0.03656,0.973083,5.301056,0.441132,3.820648,1,1,1,1,1,65,
07:03.6,1.37498007,-0.05278828,0.466864297,1.008027716,1.13665622,-0.121380564,0.070366699,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.326135582,0.22921078,0.457394926,0.412026843,-0.192843046,-0.130173842,0.14007316,763.1501832,783.2967033,810.2930403,792.1611722,816.7399267,693.8461538,0.095947,0.03656,0.973083,5.301056,0.441132,3.820648,1,1,1,1,1,65,
07:03.6,1.37498007,-0.05278828,0.466864297,1.008027716,1.13665622,-0.121380564,0.070366699,0.489601637,1.209397484,0.187261905,0.160112248,0.744198847,0.756109147,0.326135582,0.22921078,0.457394926,0.412026843,-0.192843046,-0.130173842,0.14007316,776.043956,788.5347985,807.0695971,793.7728938,791.7582418,670.4761905,0.090088,0.024048,0.966187,5.846863,0.53833,2.863617,1,1,1,1,1,65,
07:03.6,1.37498007,-0.120609673,0.54126307,1.008027716,1.13665622,-0.144197151,0.052825435,0.489601637,1.209397484,0.180583918,0.166639315,0.744198847,0.756109147,0.301512449,0.227853018,0.457394926,0.412026843,-0.20250371,-0.174739489,0.14007316,780.4761905,789.3406593,804.2490842,786.5201465,812.7106227,726.4835165,0.090088,0.024048,0.966187,5.846863,0.53833,2.863617,1,1,1,1,1,65,
07:03.6,1.37498007,-0.120609673,0.54126307,1.008027716,1.13665622,-0.144197151,0.052825435,0.489601637,1.209397484,0.180583918,0.166639315,0.744198847,0.756109147,0.301512449,0.227853018,0.457394926,0.412026843,-0.20250371,-0.174739489,0.14007316,769.1941392,786.5201465,802.2344322,781.2820513,811.9047619,740.1831502,0.090088,0.024048,0.966187,5.846863,0.53833,2.863617,1,1,1,1,1,65,
07:03.6,1.37498007,-0.120609673,0.54126307,1.008027716,1.13665622,-0.144197151,0.052825435,0.489601637,1.209397484,0.180583918,0.166639315,0.744198847,0.756109147,0.301512449,0.227853018,0.457394926,0.412026843,-0.20250371,-0.174739489,0.14007316,759.5238095,786.5201465,802.2344322,777.6556777,799.010989,706.7399267,0.090088,0.024048,0.966187,5.846863,0.53833,2.863617,1,1,1,1,1,65,
07:03.6,1.37498007,-0.120609673,0.54126307,1.008027716,1.13665622,-0.144197151,0.052825435,0.489601637,1.209397484,0.180583918,0.166639315,0.744198847,0.756109147,0.301512449,0.227853018,0.457394926,0.412026843,-0.20250371,-0.174739489,0.14007316,759.9267399,784.9084249,801.8315018,775.6410256,783.2967033,682.5641026,0.090088,0.024048,0.966187,5.846863,0.53833,2.863617,1,1,1,1,1,65,
07:03.6,1.37498007,-0.120609673,0.54126307,1.008027716,1.13665622,-0.144197151,0.052825435,0.489601637,1.209397484,0.180583918,0.166639315,0.744198847,0.756109147,0.301512449,0.227853018,0.457394926,0.412026843,-0.20250371,-0.174739489,0.14007316,767.985348,786.9230769,801.025641,782.4908425,761.5384615,833.2600733,0.090088,0.024048,0.966187,5.846863,0.53833,2.863617,1,1,1,1,1,65,
07:03.6,1.37498007,-0.120609673,0.54126307,1.008027716,1.13665622,-0.144197151,0.052825435,0.489601637,1.209397484,0.180583918,0.166639315,0.744198847,0.756109147,0.301512449,0.227853018,0.457394926,0.412026843,-0.20250371,-0.174739489,0.14007316,780.8791209,790.952381,802.2344322,791.3553114,837.2893773,1132.234432,0.090088,0.024048,0.966187,5.846863,0.53833,2.863617,1,1,1,1,1,65,
07:03.6,1.37498007,-0.120609673,0.54126307,1.008027716,1.13665622,-0.144197151,0.052825435,0.489601637,1.209397484,0.180583918,0.166639315,0.744198847,0.756109147,0.301512449,0.227853018,0.457394926,0.412026843,-0.20250371,-0.174739489,0.14007316,782.4908425,789.3406593,800.6227106,796.1904762,891.2820513,1129.81685,0.090088,0.024048,0.966187,5.846863,0.53833,2.863617,1,1,1,1,1,65,
07:03.6,1.37498007,-0.120609673,0.54126307,1.008027716,1.13665622,-0.144197151,0.052825435,0.489601637,1.209397484,0.180583918,0.166639315,0.744198847,0.756109147,0.301512449,0.227853018,0.457394926,0.412026843,-0.20250371,-0.174739489,0.14007316,778.4615385,788.5347985,800.2197802,797.3992674,891.6849817,891.2820513,0.090088,0.024048,0.966187,5.846863,0.53833,2.863617,1,1,1,1,1,65,
07:03.6,1.37498007,-0.120609673,0.54126307,1.008027716,1.13665622,-0.144197151,0.052825435,0.489601637,1.209397484,0.180583918,0.166639315,0.744198847,0.756109147,0.301512449,0.227853018,0.457394926,0.412026843,-0.20250371,-0.174739489,0.14007316,783.2967033,783.6996337,799.8168498,793.3699634,853.8095238,762.7472527,0.090088,0.024048,0.966187,5.846863,0.53833,2.863617,1,1,1,1,1,65,
07:03.6,1.37498007,-0.120609673,0.54126307,1.008027716,1.13665622,-0.144197151,0.052825435,0.489601637,1.209397484,0.180583918,0.166639315,0.744198847,0.756109147,0.301512449,0.227853018,0.457394926,0.412026843,-0.20250371,-0.174739489,0.14007316,793.3699634,782.8937729,796.996337,792.1611722,846.1538462,758.7179487,0.090088,0.024048,0.966187,5.846863,0.53833,2.863617,1,1,1,1,1,65,
07:03.6,1.37498007,-0.120609673,0.54126307,1.008027716,1.13665622,-0.144197151,0.052825435,0.489601637,1.209397484,0.180583918,0.166639315,0.744198847,0.756109147,0.301512449,0.227853018,0.457394926,0.412026843,-0.20250371,-0.174739489,0.14007316,796.5934066,787.3260073,800.2197802,792.1611722,858.6446886,776.4468864,0.090088,0.024048,0.966187,5.846863,0.53833,2.863617,1,1,1,1,1,65,
07:03.6,1.37498007,-0.120609673,0.54126307,1.008027716,1.13665622,-0.144197151,0.052825435,0.489601637,1.209397484,0.180583918,0.166639315,0.744198847,0.756109147,0.301512449,0.227853018,0.457394926,0.412026843,-0.20250371,-0.174739489,0.14007316,788.1318681,787.7289377,805.4578755,792.967033,848.1684982,790.5494505,0.091797,0.020874,0.975769,5.390778,1.525269,3.342133,1,1,1,1,1,65,
